ID,PAGE,TYPE,ITALIAN,MALAY,NIAS,TOBA_BATAK,ENGGANO,MALAY_1,NIAS_1,TOBA_BATAK_1,ENGGANO_1,NIAS_1_rm,TOBA_BATAK_1_sem,TOBA_BATAK_1_rm,ENGGANO_1_sem,ENGGANO_1_rm,REMARK,TOBA_BATAK_SOURCE,nias_TOKEN,nias_TRANSLITERATED,nias_COMMON,toba_batak_TOKEN,toba_batak_TRANSLITERATED,toba_batak_COMMON,ENO_TOKEN,ENO_TRANSLITERATED,ENO_COMMON
276,272,word,Gamba (dal ginocchio in giù),Cachí,,,Epio pio,Cachí,,,Epio pio,,,,,,,,,⁇,⁇,,⁇,⁇,e p i o # p i o,e p i o # p i o,epio pio
277,272,word,Gatto,Cutci<i>ng</i>,Mao,Bapú<i>ng</i>,Ebèo,Cutcing,Mao,Bapúng,Ebèo,,,,,,,,m ao,m a:o,ma:o,b a p ú n g,b a p u n j,bapunj,e b è o,e b E o,ebEo
278,272,word,Gatto,Cutci<i>ng</i>,Mao,Bapú<i>ng</i>,Eáo,Cutcing,Mao,Bapúng,Eáo,,,,,,,,m ao,m a:o,ma:o,b a p ú n g,b a p u n j,bapunj,e á o,e a o,eao
279,272,word,Geloso,Ciemburu,Olohu,Manghimburu,Agnia,Ciemburu,Olohu,Manghimburu,Agnia,,,,,,,,o l o h u,o l o h u,olohu,m a n g h i m b u r u,m a n j h i m b u r u,manjhimburu,a gn i a,a ñ i a,añia
280,272,word,Già,Sidia,Nòa,Nu<i>ng</i>a,Abóha,Sidia,Nòa,Nunga,Abóha,,,,,,,,n ò a,n O a,nOa,n u n g a,n u n j a,nunja,a b ó h a,a b o h a,aboha
281,272,word,Già,siáp,Nòa,Nu<i>ng</i>a,Abóha,siáp,Nòa,Nunga,Abóha,,,,,,,,n ò a,n O a,nOa,n u n g a,n u n j a,nunja,a b ó h a,a b o h a,aboha
282,272,word,Ginocchio,Lutút,Balu duhi,Ulu ni tot,Epòo,Lutút,Balu duhi,Ulu ni tot,Epòo,,,,,,,J. S. A. Van Dissel,b a l u # d u h i,b a l u # d u h i,balu duhi,u l u # n i # t o t,u l u # n i # t o t,ulu ni tot,e p ò o,e p O o,epOo
283,272,word,Ginocchio,Lutút,Balu duhi,Ulu ni tot,Epu,Lutút,Balu duhi,Ulu ni tot,Epu,,,,,,,J. S. A. Van Dissel,b a l u # d u h i,b a l u # d u h i,balu duhi,u l u # n i # t o t,u l u # n i # t o t,ulu ni tot,e p u,e p u,epu
284,272,word,Giorno,Arí,Sara sibaia,Hari,Cahapò,Arí,Sara sibaia,Hari,Cahapò,,,,,,,,s a r a # s i b ai a,s a r a # s i b a:i a,sara siba:ia,h a r i,h a r i,hari,c a h a p ò,k a h a p O,kahapO
285,272,word,Giovane,Múda,Awúgiu,Poso,Eaha,Múda,Awúgiu,Poso,Eaha,,,,,,,,a w ú gi u,a w u c u,awucu,p o s o,p o s o,poso,e a h a,e a h a,eaha
286,272,word,Giù,Di bawá,Tou,Di tóru,Itòpo,Di bawá,Tou,Di tóru,Itòpo,,,,,,,,t ou,t o:u,to:u,d i # t ó r u,d i # t o r u,di toru,i t ò p o,i t O p o,itOpo
287,272,word,Giurare,Sumpá,M<i>o</i>i ba h<i>o</i>lu,Manabas,Bahitò,Sumpá,Moi ba holu,Manabas,Bahitò,,,,,,,J. S. A. Van Dissel,m o i # b a # h o l u,m o i # b a # h o l u,moi ba holu,m a n a b a s,m a n a b a s,manabas,b a h i t ò,b a h i t O,bahitO
288,272,word,Gomito,Sicu,Talinga ziu,Suhi²,Epú ápo,Sicu,Talinga ziu,Suhi²,Epú ápo,,,,,,,,t a l i n g a # z i u,t a l i n j a # z i u,talinja ziu,s u h i ²,s u h i ²,suhi²,e p ú # á p o,e p u # a p o,epu apo
289,272,word,Gota,Pipì,Boo,,Papa,Pipì,Boo,,Papa,,,,,,,,b o o,b o o,boo,,⁇,⁇,p a p a,p a p a,papa
290,272,word,Gota,Pipì,Boo,,Epapa,Pipì,Boo,,Epapa,,,,,,,,b o o,b o o,boo,,⁇,⁇,e p a p a,e p a p a,epapa
291,272,word,Grande,Besár,Ebúa,Balga,Amuho,Besár,Ebúa,Balga,Amuho,,,,,,,,e b ú a,e b u a,ebua,b a l g a,b a l j a,balja,a m u h o,a m u h o,amuho
292,272,word,Guerreggiare,Melawán,Fanúwo,Marmuus,Caparí papuru,Melawán,Fanúwo,Marmuus,Caparí papuru,,,,,,"GPWR--reciprocal ""papuru"" 'to fight' (?)",J. S. A. Van Dissel,f a n ú w o,f a n u w o,fanuwo,m a r m u u s,m a r m u u s,marmuus,c a p a r í # p a p u r u,k a p a r i # p a p u r u,kapari papuru
293,272,word,Ieri,Camarèn,Menéwi,Nattowari,Baheba,Camarèn,Menéwi,Nattowari,Baheba,,,,,,,J. S. A. Van Dissel,m e n é w i,m e n e w i,menewi,n a t t o w a r i,n a t t o w a r i,nattowari,b a h e b a,b a h e b a,baheba
294,272,word,Imbarcarsi,Naèc capál,Moi ba owo,,Uaha elòha,Naèc capál,Moi ba owo,,Uaha elòha,,,,,,,,m o i # b a # o w o,m o i # b a # o w o,moi ba owo,,⁇,⁇,u a h a # e l ò h a,u a h a # e l O h a,uaha elOha
295,272,word,Imprestare,Píngiam,Fondra u anaa,Manggowarhón,Peionia caulu,Píngiam,Fondra u anaa,Manggowarhón,Peionia caulu,,,,,,,,f o n d r a # u # a n a a,f o n d r a # u # a n a a,fondra u anaa,m a n g g o w a r h ó n,m a n j j o w a r h o n,manjjowarhon,p ei o n i a # c au l u,p e:i o n i a # k a:u l u,pe:ionia ka:ulu
296,272,word,Indice,Giari telungiúc,Turu lúo,Si tu mudu,Eu apo,Giari telungiúc,Turu lúo,Si tu mudu,Eu apo,,,,,,,J. S. A. Van Dissel,t u r u # l ú o,t u r u # l u o,turu luo,s i # t u # m u d u,s i # t u # m u d u,si tu mudu,e u # a p o,e u # a p o,eu apo
297,272,word,Indice del piede,Giari telungiúc cachi,,,Eminuáe,Giari telungiúc cachi,,,Eminuáe,,,,,,,,,⁇,⁇,,⁇,⁇,e m i n u á e,e m i n u a e,eminuae
298,272,word,Indolente,Malas,Rumiri,Golut,Caracòia iaidia,Malas,Rumiri,Golut,Caracòia iaidia,,,,,,,,r u m i r i,r u m i r i,rumiri,g o l u t,j o l u t,jolut,c a r a c òi a # i ai d i a,k a r a k o:i a # i a:i d i a,karako:ia ia:idia
299,272,word,Ingannare,Tipú,Falimo,Mangatsi,Paporò,Tipú,Falimo,Mangatsi,Paporò,,,,,,GPWR--reciprocal (?),,f a l i m o,f a l i m o,falimo,m a n g a t s i,m a n j a t s i,manjatsi,p a p o r ò,p a p o r O,paporO
300,272,word,Insieme,Sama²,Aw<i>o</i>,Rap,Uahelu chidera,Sama²,Awo,Rap,Uahelu chidera,,,,,,,J. S. A. Van Dissel,a w o,a w o,awo,r a p,r a p,rap,u a h e l u # ch i d e r a,u a h e l u # k i d e r a,uahelu kidera
301,272,word,Invece,Ganti,Fatua,Di inganán,Pachèli,Ganti,Fatua,Di inganán,Pachèli,,,,,,,J. S. A. Van Dissel,f a t u a,f a t u a,fatua,d i # i n g a n á n,d i # i n j a n a n,di injanan,p a ch è l i,p a k E l i,pakEli
